 Tatsu Japanese + Purchase TATSU JAPANESE BISTRO DELTA BCCD,{'Catering': 0.5772535569999999, 'SmallEquipment': 0.18515205554, 'Meals&Entertainment': 0.093149831, 'Insurance': 0.0096719103, 'VehicleRepairs': 0.00782110626, 'FreightCharge': 0.0078033926, 'MISC': 0.007508730145000001, 'OfficeExpense': 0.00619778682, 'Postage': 0.00527386185, 'Travel&Transportation': 0.0042041185, 'ORG': 0.00283112974, 'LOC': 0.002486141392, 'SoftwareSubscription': 0.00209025086, 'Clothing&Hair&Makeup': 0.0019299322120000001, 'BankCharges': 0.00109848509, 'VehiclesGas': 0.00107369905, 'Unknown': 0.00106944415, 'Telephone': 0.0005487902440000001, 'Advertising': 0.0005281935123, 'PER': 1.2021616789999999e-05}
 PROTEIN HOUSE SUPPLEME + PROTEIN HOUSE SUPPLEME VANCO,{'Meals&Entertainment': 0.5593873429999999, 'Catering': 0.26455992899999997, 'SmallEquipment': 0.042557087699999996, 'Insurance': 0.0300715993, 'Unknown': 0.0127947294, 'FreightCharge': 0.012677003000000001, 'Postage': 0.011740049599999998, 'OfficeExpense': 0.01054377562, 'BankCharges': 0.01039526746, 'SoftwareSubscription': 0.0086229827, 'Clothing&Hair&Makeup': 0.00711689468, 'Travel&Transportation': 0.00495851962, 'VehicleRepairs': 0.00374046196, 'VehiclesGas': 0.00260544812, 'MISC': 0.002520508167, 'ORG': 0.002428593593, 'Advertising': 0.00232097776, 'LOC': 0.0021147054227, 'Telephone': 0.000873580131, 'PER': 0.000307024511}
 SCIUE YALETOWN + SCIUE YALETOWN VANCO,{'Meals&Entertainment': 0.6158380370000001, 'Catering': 0.160438776, 'Travel&Transportation': 0.054539026000000004, 'SmallEquipment': 0.0420835053, 'MISC': 0.025968791839999998, 'FreightCharge': 0.0212531862, 'Insurance': 0.0108240662, 'OfficeExpense': 0.0089099668, 'Postage': 0.0081765957, 'Advertising': 0.007053616, 'Clothing&Hair&Makeup': 0.00682528908, 'SoftwareSubscription': 0.0060476541, 'Unknown': 0.00529422004, 'PER': 0.0045173268499999995, 'ORG': 0.00449497312, 'VehiclesGas': 0.00448263042, 'VehicleRepairs': 0.0041807551, 'LOC': 0.002773568599, 'Telephone': 0.00258410849, 'BankCharges': 0.001087632611}
 TRACTOR FOODS + TRACTOR FOODS VANCO,{'Meals&Entertainment': 0.726862799, 'Catering': 0.146569966, 'Travel&Transportation': 0.01594038107, 'SmallEquipment': 0.013118302799999999, 'FreightCharge': 0.01052990238, 'OfficeExpense': 0.0073049703399999995, 'Advertising': 0.0042660134, 'Insurance': 0.00339898913, 'Postage': 0.00329971357, 'VehiclesGas': 0.00324038103, 'SoftwareSubscription': 0.00308082068, 'VehicleRepairs': 0.00271749102, 'Clothing&Hair&Makeup': 0.0027046425399999997, 'ORG': 0.002403184152, 'MISC': 0.002040406403, 'PER': 0.00184775473, 'LOC': 0.001605177362, 'Unknown': 0.000989974178, 'BankCharges': 0.000979117668, 'Telephone': 0.0007339512650000001}
 STARBUCKS + Purchase STARBUCKS 22863 VANCOUVER BCCD,{'Meals&Entertainment': 0.8285856108, 'Catering': 0.107927976, 'FreightCharge': 0.0115262424, 'Travel&Transportation': 0.010646717239999999, 'SmallEquipment': 0.0095077315, 'OfficeExpense': 0.00520424719, 'Clothing&Hair&Makeup': 0.00502995256, 'Advertising': 0.004672845976, 'Postage': 0.00326517711, 'VehiclesGas': 0.0025938432000000003, 'Insurance': 0.0023184258, 'VehicleRepairs': 0.0018750003999999999, 'LOC': 0.00119406163, 'MISC': 0.0010793199530000001, 'SoftwareSubscription': 0.0009961686000000002, 'Telephone': 0.0006344378130000001, 'ORG': 0.000478842485, 'PER': 0.000475541838, 'Unknown': 0.000418024917, 'BankCharges': 0.000243278911}
 PAPPAROTI + PAPPAROTI VANCO,{'Meals&Entertainment': 0.7893572799999999, 'Catering': 0.126645514, 'Travel&Transportation': 0.016449205800000002, 'FreightCharge': 0.01112559578, 'SmallEquipment': 0.007801528630000001, 'LOC': 0.0070565211050000005, 'OfficeExpense': 0.006912403829999999, 'Clothing&Hair&Makeup': 0.00577440798, 'Postage': 0.005649998999999999, 'ORG': 0.0031750895849999997, 'SoftwareSubscription': 0.0027441745, 'Advertising': 0.0026917735, 'VehicleRepairs': 0.0025938872, 'MISC': 0.0025833778883000004, 'Insurance': 0.00247138902, 'VehiclesGas': 0.00193708661, 'PER': 0.001889689614, 'Telephone': 0.0008011620110000001, 'Unknown': 0.000574434272, 'BankCharges': 0.00019838685969999999}
 BC Liquor + Purchase LEGACY LIQUOR STORE LTDVANCOUVER BCCD,{'Meals&Entertainment': 0.7571158330000001, 'Catering': 0.15390292700000002, 'Travel&Transportation': 0.01682587477, 'SmallEquipment': 0.0144622905, 'FreightCharge': 0.014273065220000002, 'OfficeExpense': 0.00872617973, 'Postage': 0.006209110050000001, 'Clothing&Hair&Makeup': 0.00438821031, 'VehicleRepairs': 0.00340767275, 'LOC': 0.003341282416, 'Insurance': 0.00328973872, 'Advertising': 0.0030793566429999997, 'VehiclesGas': 0.0026363129499999997, 'SoftwareSubscription': 0.00243747217, 'MISC': 0.0012624155237, 'ORG': 0.000984204929, 'Telephone': 0.000752706081, 'PER': 0.000560438309, 'Unknown': 0.0005582720830000001, 'BankCharges': 0.000236336756}
 Purchase + BANDIDAS TAQUERIA VANCO,{'Meals&Entertainment': 0.855857655, 'Catering': 0.070007553, 'FreightCharge': 0.01359003602, 'Travel&Transportation': 0.013317721630000001, 'SmallEquipment': 0.00792121526, 'Advertising': 0.006319679415, 'OfficeExpense': 0.00558576313, 'LOC': 0.004314204876, 'Clothing&Hair&Makeup': 0.004174803774, 'SoftwareSubscription': 0.0031254384, 'MISC': 0.0027870812729999996, 'Postage': 0.00277737776, 'ORG': 0.00235172144, 'VehiclesGas': 0.0020593639800000002, 'Insurance': 0.0014325674799999999, 'VehicleRepairs': 0.00110900496, 'PER': 0.000691864337, 'Telephone': 0.0006067892320000001, 'Unknown': 0.000433897876, 'BankCharges': 0.00015329117640000003}
 Faubourg Paris + Purchase SQ FAUBOURG HORNBY Vancouver BCCA,{'Meals&Entertainment': 0.7648512110000001, 'Catering': 0.1083116785, 'Travel&Transportation': 0.0346588117, 'FreightCharge': 0.025225293099999997, 'SmallEquipment': 0.013248188000000001, 'Advertising': 0.00770783335, 'LOC': 0.00720252855, 'OfficeExpense': 0.005808654154, 'MISC': 0.0054568737560000006, 'Clothing&Hair&Makeup': 0.004669368842, 'VehiclesGas': 0.00419030519, 'SoftwareSubscription': 0.00405920101, 'Insurance': 0.0030088512, 'Postage': 0.00232499425, 'ORG': 0.0021569213876000003, 'PER': 0.001832513441, 'VehicleRepairs': 0.0017157561000000002, 'Telephone': 0.000905465075, 'Unknown': 0.000625116028, 'BankCharges': 0.00028840815819999996}
 Zakkushi On Main,{'Meals&Entertainment': 0.7448066980000001, 'Catering': 0.122413092, 'Travel&Transportation': 0.037411491449999994, 'SmallEquipment': 0.018278638, 'FreightCharge': 0.017355927500000003, 'Clothing&Hair&Makeup': 0.008244639009999999, 'Advertising': 0.00787166849, 'LOC': 0.00707853468, 'OfficeExpense': 0.00705372658, 'MISC': 0.0061365986833, 'Postage': 0.00472973073, 'VehiclesGas': 0.00347912372, 'SoftwareSubscription': 0.00330630065, 'ORG': 0.0024315253900000005, 'VehicleRepairs': 0.00230394099, 'Insurance': 0.00196158034, 'PER': 0.00140520056, 'Telephone': 0.001283913876, 'Unknown': 0.0008865902000000001, 'BankCharges': 0.000261655116}
 PUREBREAD,{'Meals&Entertainment': 0.8500513179999999, 'Catering': 0.0681920605, 'FreightCharge': 0.0149547011, 'Travel&Transportation': 0.01035023022, 'OfficeExpense': 0.0071229253, 'ORG': 0.0059612193266, 'Clothing&Hair&Makeup': 0.005960622825, 'SmallEquipment': 0.005573549169999999, 'SoftwareSubscription': 0.005438333379999999, 'LOC': 0.005022052031, 'Postage': 0.0048858752499999995, 'Advertising': 0.004678013879999999, 'VehiclesGas': 0.0020061487599999997, 'MISC': 0.001853373589, 'Insurance': 0.00144345092, 'VehicleRepairs': 0.00119098198, 'Telephone': 0.000622316625, 'Unknown': 0.000548189179, 'PER': 0.00048740561799999997, 'BankCharges': 0.00022308379640000002}
 IL PICCOLO BUFALO NEW YORK NY,{'Meals&Entertainment': 0.8005354004999999, 'Catering': 0.0799142115, 'FreightCharge': 0.023437449000000003, 'Travel&Transportation': 0.015080521059999998, 'OfficeExpense': 0.0129027487, 'LOC': 0.01180751616, 'SoftwareSubscription': 0.01027694545, 'Clothing&Hair&Makeup': 0.007418834150000001, 'SmallEquipment': 0.007011486540000001, 'Postage': 0.00610326248, 'ORG': 0.0044424700164, 'Advertising': 0.003838175035, 'VehiclesGas': 0.00271582554, 'VehicleRepairs': 0.00189109278, 'MISC': 0.001632292505, 'Insurance': 0.0014594269599999998, 'PER': 0.0011514762465, 'Telephone': 0.000798608247, 'Unknown': 0.000674056936, 'BankCharges': 0.0002646787727}
 Five Guys,{'Meals&Entertainment': 0.748801378, 'Catering': 0.11662057349999999, 'FreightCharge': 0.0271183294, 'OfficeExpense': 0.0237502905, 'SoftwareSubscription': 0.016287823899999998, 'LOC': 0.013318784455000001, 'Clothing&Hair&Makeup': 0.012265801100000001, 'Travel&Transportation': 0.00729060443, 'SmallEquipment': 0.0071326569, 'Postage': 0.0064874884200000005, 'Advertising': 0.00340035011, 'VehiclesGas': 0.0023006992, 'VehicleRepairs': 0.0012570714600000001, 'ORG': 0.0012551977055, 'BankCharges': 0.001252010219, 'Insurance': 0.00123809029, 'Unknown': 0.001111452498, 'MISC': 0.000825559812, 'PER': 0.0006312398899999999, 'Telephone': 0.0006189491850000001}
 Thai Basil Restaurant,{'Meals&Entertainment': 0.6533798816, 'Catering': 0.111357496, 'LOC': 0.035170707739999994, 'Travel&Transportation': 0.031013112729999997, 'Clothing&Hair&Makeup': 0.02570497474, 'Postage': 0.025037741299999996, 'ORG': 0.02094243062, 'FreightCharge': 0.020306598999999998, 'OfficeExpense': 0.01966558444, 'SmallEquipment': 0.0171589337, 'SoftwareSubscription': 0.011635852, 'Advertising': 0.00948396392, 'MISC': 0.004497390509, 'VehicleRepairs': 0.00245927256, 'PER': 0.00234244825, 'VehiclesGas': 0.00220426702, 'Unknown': 0.00203463772, 'Insurance': 0.00183702162, 'Telephone': 0.0015306050259999999, 'BankCharges': 0.001035331358}
 CHICK-FIL-A T1 CON C M ST. PAUL MN,{'OfficeExpense': 0.30663197363, 'FreightCharge': 0.16811866478, 'Catering': 0.14798411503, 'SoftwareSubscription': 0.097038531, 'Meals&Entertainment': 0.06826962432, 'Insurance': 0.021283149208000004, 'VehiclesGas': 0.01326639746, 'ORG': 0.0124708823186, 'SmallEquipment': 0.01169782161, 'Clothing&Hair&Makeup': 0.011533330084, 'Advertising': 0.009398407509999998, 'Travel&Transportation': 0.006091134104, 'Postage': 0.005753585269999999, 'LOC': 0.0049669187080000005, 'VehicleRepairs': 0.00462149322, 'MISC': 0.0045551046037000005, 'BankCharges': 0.00271822367, 'Telephone': 0.0010864227400000002, 'PER': 0.0006968377787, 'Unknown': 0.000684609491}
 NESPRESSO VANCOUVER VANCOUVER BC,{'Catering': 0.2488506507, 'ORG': 0.13988753344059998, 'Meals&Entertainment': 0.11880828059000001, 'OfficeExpense': 0.08979449733, 'FreightCharge': 0.0608204096, 'SmallEquipment': 0.018291108315, 'SoftwareSubscription': 0.017841762990000003, 'LOC': 0.017513108657, 'VehiclesGas': 0.01248973312, 'Insurance': 0.007881822994, 'MISC': 0.0077211407005, 'VehicleRepairs': 0.0034219311239999995, 'BankCharges': 0.00322389671, 'Clothing&Hair&Makeup': 0.003044937822, 'Advertising': 0.00278844678, 'Unknown': 0.002735119771, 'Postage': 0.002159232663, 'Travel&Transportation': 0.002016553073, 'PER': 0.0012826388054999998, 'Telephone': 0.000569331774}
 Tap Barrel,{'Meals&Entertainment': 0.35488618399999994, 'PER': 0.1636639918, 'Catering': 0.084735217, 'LOC': 0.0473626938791, 'ORG': 0.01937537528, 'MISC': 0.019202959130000002, 'VehiclesGas': 0.0137875061, 'Travel&Transportation': 0.0083601801, 'SoftwareSubscription': 0.007817741540000001, 'BankCharges': 0.00703243005, 'FreightCharge': 0.0059663644, 'VehicleRepairs': 0.00593530333, 'Unknown': 0.0059086298499999995, 'SmallEquipment': 0.005871035659999999, 'Insurance': 0.00560262627, 'OfficeExpense': 0.00546503709, 'Advertising': 0.004371751994, 'Postage': 0.0019338060500000002, 'Clothing&Hair&Makeup': 0.00129066463, 'Telephone': 0.00116599738}
 TACOFINO KITS VANCOUVER BC CA 452088******1737 Print,{'LOC': 0.520986483205, 'Meals&Entertainment': 0.20700470255, 'PER': 0.13996363526800001, 'Catering': 0.056414890599999996, 'MISC': 0.0129582291554, 'Travel&Transportation': 0.007916000999999999, 'VehiclesGas': 0.0069114406, 'ORG': 0.00683909695, 'FreightCharge': 0.00460585968, 'VehicleRepairs': 0.0044243389300000005, 'SmallEquipment': 0.0042831962, 'Insurance': 0.00368312286, 'BankCharges': 0.003193464676, 'Unknown': 0.00246963793, 'SoftwareSubscription': 0.0023207146599999997, 'OfficeExpense': 0.002151065743, 'Postage': 0.0014097375900000001, 'Advertising': 0.0010464292300000001, 'Clothing&Hair&Makeup': 0.000996178729, 'Telephone': 0.00068657414}
 BOSAGRAPE WINERY AND B 604-4739463 BC,{'Catering': 0.0252132713, 'MISC': 0.020747937541999998, 'Meals&Entertainment': 0.01334565875, 'SmallEquipment': 0.00812682234, 'PER': 0.006070216487000001, 'LOC': 0.005290313814100001, 'ORG': 0.0024445270278, 'OfficeExpense': 0.0021299157080000002, 'VehicleRepairs': 0.00154854278, 'Postage': 0.00152492033, 'Travel&Transportation': 0.00147619154, 'Insurance': 0.0012994564799999999, 'FreightCharge': 0.001288535705, 'BankCharges': 0.0012824497730000001, 'VehiclesGas': 0.00074816665, 'SoftwareSubscription': 0.0007373172719999999, 'Unknown': 0.0006828131, 'Clothing&Hair&Makeup': 0.0003544199329, 'Advertising': 0.0001701807385, 'Telephone': 0.000126925273}
 IDEN QUAN JU,{'Meals&Entertainment': 0.2238243505, 'OfficeExpense': 0.184127604, 'FreightCharge': 0.1463309675, 'SoftwareSubscription': 0.1375036442, 'Advertising': 0.06553711379999999, 'Clothing&Hair&Makeup': 0.060116006, 'Catering': 0.05448753700000001, 'Postage': 0.0325336537, 'Travel&Transportation': 0.0245174246, 'SmallEquipment': 0.0205986398, 'VehiclesGas': 0.011785645400000001, 'Telephone': 0.009606016, 'Unknown': 0.0044751939, 'VehicleRepairs': 0.00434480872, 'Insurance': 0.0040113319, 'BankCharges': 0.001249432476, 'PER': 0.0010965860599999998, 'LOC': 0.0006227177649999999, 'MISC': 0.000340586005, 'ORG': 0.00026377634449999994}
 Purchase GUSTO VANCOUVER BCCA,{'Meals&Entertainment': 0.2241445261, 'FreightCharge': 0.21563671220000002, 'OfficeExpense': 0.118539574, 'Catering': 0.09691861700000001, 'SoftwareSubscription': 0.07129710699999998, 'SmallEquipment': 0.0559542652, 'Clothing&Hair&Makeup': 0.043609267099999995, 'VehiclesGas': 0.0336496909, 'Travel&Transportation': 0.031041864199999998, 'Advertising': 0.0248524853, 'Postage': 0.0203290155, 'Telephone': 0.0100023065, 'Insurance': 0.00522985857, 'VehicleRepairs': 0.005027143919999999, 'LOC': 0.00467417913, 'Unknown': 0.00231701896, 'BankCharges': 0.002239785457, 'MISC': 0.0003846004470000001, 'PER': 0.000283851924, 'ORG': 3.557690169999999e-05}
 CITY OF VAN-BYLAW FINE PMVANCOUVER BC,{'OfficeExpense': 0.2358679496, 'Meals&Entertainment': 0.12824081799999998, 'FreightCharge': 0.12808891279999998, 'SoftwareSubscription': 0.0769959232, 'SmallEquipment': 0.061291164, 'Advertising': 0.0588630058, 'Catering': 0.051223343500000004, 'Clothing&Hair&Makeup': 0.026042632, 'Travel&Transportation': 0.023682195699999995, 'VehiclesGas': 0.02201398783, 'Postage': 0.020243352099999997, 'Telephone': 0.009990374, 'Unknown': 0.00766893248, 'Insurance': 0.00655859954, 'BankCharges': 0.00628950389, 'VehicleRepairs': 0.00344508294, 'MISC': 0.00039144875800000003, 'PER': 0.00036697508099999996, 'LOC': 0.0001853204145, 'ORG': 1.875241905e-05}
 RAILTOWN CAFE,{'Meals&Entertainment': 0.6044185325, 'Advertising': 0.10187868330000001, 'SoftwareSubscription': 0.07281268830000001, 'OfficeExpense': 0.06680768, 'Clothing&Hair&Makeup': 0.0357131779, 'FreightCharge': 0.031007166300000003, 'Postage': 0.0179520453, 'Catering': 0.0177806675, 'Travel&Transportation': 0.014968078599999999, 'VehiclesGas': 0.0088156395, 'Telephone': 0.00530237744, 'SmallEquipment': 0.00481519264, 'Insurance': 0.00330005598, 'Unknown': 0.0031346037200000003, 'VehicleRepairs': 0.00293760988, 'PER': 0.00288124164, 'BankCharges': 0.0011633173229999999, 'LOC': 0.0010358883900000002, 'ORG': 8.80298824e-05, 'MISC': 6.060282504e-05}
 A&W STORE #0592 SURREY BC,{'Meals&Entertainment': 0.2836763965, 'Advertising': 0.1946884489, 'SoftwareSubscription': 0.1682459084, 'Postage': 0.1408734559, 'OfficeExpense': 0.0634419798, 'Clothing&Hair&Makeup': 0.031060683299999996, 'Travel&Transportation': 0.0212495621, 'FreightCharge': 0.019465318099999997, 'Telephone': 0.017767861700000002, 'Insurance': 0.012540037200000001, 'Unknown': 0.0105224011, 'SmallEquipment': 0.0075986096, 'VehiclesGas': 0.0061964776, 'Catering': 0.00483443418, 'VehicleRepairs': 0.0032719265449999996, 'BankCharges': 0.002604160162, 'LOC': 0.000968375078, 'PER': 0.0008891199500000001, 'ORG': 0.00017249217863, 'MISC': 6.90705302e-05}
 TIM HORTONS #1912 MAPLE RIDGE BC,{'Meals&Entertainment': 0.4253489906, 'Advertising': 0.049316979350000005, 'BankCharges': 0.032504419, 'Unknown': 0.0273955607, 'FreightCharge': 0.02706636305, 'Catering': 0.025897009000000002, 'Clothing&Hair&Makeup': 0.021023305000000003, 'VehiclesGas': 0.0184823672, 'Travel&Transportation': 0.01327896575, 'SoftwareSubscription': 0.01205649847, 'Insurance': 0.006954525559999999, 'PER': 0.006623888582, 'OfficeExpense': 0.00606052062, 'SmallEquipment': 0.0047350861, 'LOC': 0.004212263323000001, 'VehicleRepairs': 0.00412554794, 'Telephone': 0.00327960253, 'Postage': 0.00270610358, 'MISC': 0.00243516566, 'ORG': 0.0015189660772600001}
 PHO 51 PORT COQUITLABC,{'Catering': 0.4623939677, 'VehicleRepairs': 0.16993704647, 'SmallEquipment': 0.13865981917, 'LOC': 0.038764388928, 'Insurance': 0.036387215545000004, 'Travel&Transportation': 0.028693482229999998, 'VehiclesGas': 0.02052622596, 'Meals&Entertainment': 0.018237727425, 'FreightCharge': 0.01630582475, 'Postage': 0.014306471920000001, 'OfficeExpense': 0.01074856278, 'Clothing&Hair&Makeup': 0.01037762347, 'SoftwareSubscription': 0.0055543022499999995, 'BankCharges': 0.004696072995, 'MISC': 0.00380791761848, 'ORG': 0.0029961938446, 'Telephone': 0.00157761345, 'Advertising': 0.0014956066407, 'PER': 0.000402045585, 'Unknown': 0.00039633759400000004}
 Jayden Martin + Reimbursement,{'LOC': 0.7697993834, 'Catering': 0.0709335327, 'Meals&Entertainment': 0.04175230744, 'MISC': 0.02053107134142, 'OfficeExpense': 0.01128122058, 'BankCharges': 0.00908990894, 'PER': 0.0069555792156999995, 'SmallEquipment': 0.00682301947, 'VehicleRepairs': 0.00559007016, 'FreightCharge': 0.00502540586, 'Postage': 0.0049245024900000005, 'ORG': 0.00483977285606, 'VehiclesGas': 0.00425456995, 'Insurance': 0.00399010357, 'Travel&Transportation': 0.00293675703, 'Clothing&Hair&Makeup': 0.002738945455, 'SoftwareSubscription': 0.0021911568699999997, 'Unknown': 0.00137029503, 'Telephone': 0.001152036326, 'Advertising': 0.0011039732079999999}
 LASTPASS.COM HTTPSLASTPASS MA US 452088******1737 Print,{'Catering': 0.45962085960000004, 'Meals&Entertainment': 0.21556050605, 'VehiclesGas': 0.05999237, 'FreightCharge': 0.0595104312, 'VehicleRepairs': 0.035787662, 'SmallEquipment': 0.0223490491, 'OfficeExpense': 0.0153902302, 'Insurance': 0.0123362505, 'BankCharges': 0.011509737439999999, 'Travel&Transportation': 0.0079533566, 'MISC': 0.00746444806, 'LOC': 0.00683840258, 'PER': 0.00513316427, 'Telephone': 0.00398636557, 'Advertising': 0.00287549014, 'Clothing&Hair&Makeup': 0.0024497676600000002, 'Postage': 0.0023185133599999998, 'SoftwareSubscription': 0.00203401831, 'ORG': 0.0013794396320000002, 'Unknown': 0.00134545454}
 Amazon.ca*M79JB3WD2 AMAZON.CA ON,{'Catering': 0.6382029523, 'Meals&Entertainment': 0.1919655335, 'VehicleRepairs': 0.026968095049999998, 'SmallEquipment': 0.025264109, 'FreightCharge': 0.023114614989999997, 'OfficeExpense': 0.0206922769, 'VehiclesGas': 0.0095664435, 'Insurance': 0.0088426379, 'Postage': 0.00608387899, 'Clothing&Hair&Makeup': 0.005093344146, 'Travel&Transportation': 0.00232987138, 'BankCharges': 0.00222865993, 'Advertising': 0.0010616061059999999, 'SoftwareSubscription': 0.001039601324, 'Telephone': 0.0010115169610000001, 'LOC': 0.0010024006430000001, 'Unknown': 0.000964182803, 'MISC': 0.00083037465, 'ORG': 0.00020593824914, 'PER': 0.00019676389469999999}
